date,spot chart,spot %age,lumpSum,%age Lumpsum,1% Dip,amount for 1% dip,%age 1% Dip,2% Dip,amount for 2% dip,%age 2% dip,2k for -2% & 1k for -1%,amount -2% || -1% dip,%age for -2% and -1% dip,when to invest 2k,2k sip,amount for 2k sip,%age for sip
3/22/2021,14736.4,-0.052,1209.64,20.96%,71764.4,53000,35.40%,78321.29048,53000,47.78%,110320.2653,79000,39.65%,FALSE,38955.97551,30000,29.85%
3/23/2021,14814.75,0.532,1216.07,21.61%,72146,53000,36.12%,78737.7065,53000,48.56%,110906.8124,79000,40.39%,FALSE,39163.2213,30000,30.54%
3/24/2021,14549.4,-1.791,1194.29,19.43%,71853.8,54000,33.06%,77327.41943,53000,45.90%,109920.3379,80000,37.40%,FALSE,38461.80801,30000,28.21%
3/25/2021,14324.9,-1.543,1175.86,17.59%,71745.1,55000,30.45%,76134.24269,53000,43.65%,109224.2463,81000,34.84%,FALSE,37868.34231,30000,26.23%
3/26/2021,14507.3,1.273,1190.83,19.08%,72658.6,55000,32.11%,77103.66557,53000,45.48%,110615.0066,81000,36.56%,FALSE,38350.40631,30000,27.83%
3/30/2021,14845.1,2.328,1218.56,21.86%,74350.4,55000,35.18%,78899.01124,53000,48.87%,113190.6581,81000,39.74%,FALSE,39243.20377,30000,30.81%
3/31/2021,14690.7,-1.04,1205.89,20.59%,74577.1,56000,33.17%,78078.40328,53000,47.32%,113013.3917,82000,37.82%,FALSE,38835.07445,30000,29.45%
4/1/2021,14867.35,1.202,1220.39,22.04%,75473.9,56000,34.77%,79017.26595,53000,49.09%,114372.3341,82000,39.48%,TRUE,41301.87204,32000,29.07%
4/5/2021,14637.8,-1.544,1201.54,20.15%,75308.6,57000,32.12%,77797.24938,53000,46.79%,113606.4398,83000,36.88%,FALSE,40664.17114,32000,27.08%
4/6/2021,14683.5,0.312,1205.29,20.53%,75543.7,57000,32.53%,78040.13658,53000,47.25%,113961.1252,83000,37.30%,FALSE,40791.04335,32000,27.47%
4/7/2021,14819.05,0.923,1216.42,21.64%,76241.1,57000,33.76%,78760.56022,53000,48.60%,115013.1517,83000,38.57%,FALSE,41167.54468,32000,28.65%
4/8/2021,14873.8,0.369,1220.92,22.09%,76522.8,57000,34.25%,79051.54653,53000,49.15%,115438.0757,83000,39.08%,FALSE,41319.45292,32000,29.12%
4/9/2021,14834.85,-0.262,1217.72,21.77%,76322.4,57000,33.90%,78844.53435,53000,48.76%,115135.7781,83000,38.72%,FALSE,41211.19595,32000,28.78%
4/12/2021,14310.8,-3.533,1174.7,17.47%,74626.2,58000,28.67%,78059.30375,55000,41.93%,113068.5375,85000,33.02%,FALSE,39755.2044,32000,24.24%
4/13/2021,14504.8,1.356,1190.63,19.06%,75637.9,58000,30.41%,79117.49092,55000,43.85%,114601.3167,85000,34.83%,FALSE,40294.28497,32000,25.92%
4/15/2021,14581.45,0.528,1196.92,19.69%,76037.6,58000,31.10%,79535.58394,55000,44.61%,115206.9225,85000,35.54%,FALSE,40507.0388,32000,26.58%
4/16/2021,14617.85,0.25,1199.91,19.99%,76227.4,58000,31.43%,79734.1304,55000,44.97%,115494.5161,85000,35.88%,FALSE,40608.3064,32000,26.90%
4/19/2021,14359.45,-1.768,1178.69,17.87%,75879.9,59000,28.61%,78324.66873,55000,42.41%,114452.9174,86000,33.08%,FALSE,39890.35154,32000,24.66%
4/20/2021,14296.4,-0.439,1173.52,17.35%,75546.8,59000,28.05%,77980.7579,55000,41.78%,113950.3734,86000,32.50%,FALSE,39715.23289,32000,24.11%
4/22/2021,14406.15,0.768,1182.53,18.25%,76126.7,59000,29.03%,78579.39729,55000,42.87%,114825.1428,86000,33.52%,FALSE,40020.24588,32000,25.06%
4/23/2021,14341.35,-0.45,1177.21,17.72%,75784.3,59000,28.45%,78225.94096,55000,42.23%,114308.6502,86000,32.92%,FALSE,39840.15478,32000,24.50%
4/26/2021,14485,1.002,1189,18.90%,76543.4,59000,29.73%,79009.49037,55000,43.65%,115453.6218,86000,34.25%,FALSE,40239.35313,32000,25.75%
4/27/2021,14653.05,1.16,1202.79,20.28%,77431.4,59000,31.24%,79926.13137,55000,45.32%,116793.0751,86000,35.81%,FALSE,40706.12962,32000,27.21%
4/28/2021,14864.55,1.443,1220.16,22.02%,78549,59000,33.13%,81079.77357,55000,47.42%,118478.8494,86000,37.77%,FALSE,41293.51907,32000,29.04%
4/29/2021,14894.9,0.204,1222.65,22.27%,78709.4,59000,33.41%,81245.31986,55000,47.72%,118720.756,86000,38.05%,FALSE,41377.75785,32000,29.31%
4/30/2021,14631.1,-1.771,1200.99,20.10%,78315.4,60000,30.53%,79806.40349,55000,45.10%,117618.1212,87000,35.19%,FALSE,40644.95776,32000,27.02%
5/3/2021,14634.15,0.021,1201.24,20.12%,78331.7,60000,30.55%,79823.03994,55000,45.13%,117642.6399,87000,35.22%,TRUE,42653.4932,34000,25.45%
5/4/2021,14496.5,-0.941,1189.94,18.99%,77594.9,60000,29.32%,79072.21796,55000,43.77%,116536.0837,87000,33.95%,FALSE,42252.12383,34000,24.27%
5/5/2021,14617.85,0.837,1199.91,19.99%,78244.5,60000,30.41%,79734.1304,55000,44.97%,117511.6056,87000,35.07%,FALSE,42605.77411,34000,25.31%
5/6/2021,14724.8,0.732,1208.68,20.87%,78817,60000,31.36%,80317.49699,55000,46.03%,118371.3672,87000,36.06%,FALSE,42917.64838,34000,26.23%
5/7/2021,14823.15,0.668,1216.76,21.68%,79343.4,60000,32.24%,80853.95424,55000,47.01%,119161.9942,87000,36.97%,FALSE,43204.33827,34000,27.07%
5/10/2021,14942.35,0.804,1226.54,22.65%,79981.4,60000,33.30%,81504.13935,55000,48.19%,120120.2325,87000,38.07%,FALSE,43551.70115,34000,28.09%
5/11/2021,14850.75,-0.613,1219.02,21.90%,79491.1,60000,32.49%,81004.50046,55000,47.28%,119383.8682,87000,37.22%,FALSE,43284.72922,34000,27.31%
5/12/2021,14696.5,-1.039,1206.36,20.64%,79665.5,61000,30.60%,80163.13257,55000,45.75%,119143.866,88000,35.39%,FALSE,42835.00088,34000,25.99%
5/14/2021,14677.8,-0.127,1204.83,20.48%,79564.1,61000,30.43%,80061.13205,55000,45.57%,118992.266,88000,35.22%,FALSE,42780.60043,34000,25.83%
5/17/2021,14923.15,1.672,1224.97,22.50%,80894.1,61000,32.61%,81399.41155,55000,48.00%,120981.3074,88000,37.48%,FALSE,43495.89207,34000,27.93%
5/18/2021,15108.1,1.239,1240.15,24.02%,81896.6,61000,34.26%,82408.23483,55000,49.83%,122480.6888,88000,39.18%,FALSE,44034.80617,34000,29.51%
5/19/2021,15030.15,-0.516,1233.75,23.38%,81474.1,61000,33.56%,81983.05086,55000,49.06%,121848.7516,88000,38.46%,FALSE,43807.58657,34000,28.85%
5/20/2021,14906.05,-0.826,1223.56,22.36%,80801.4,61000,32.46%,81306.13835,55000,47.83%,120842.6785,88000,37.32%,FALSE,43445.73591,34000,27.78%
5/21/2021,15175.3,1.806,1245.66,24.57%,82260.9,61000,34.85%,82774.78214,55000,50.50%,123025.4761,88000,39.80%,FALSE,44230.3659,34000,30.09%
5/24/2021,15197.7,0.148,1247.5,24.75%,82382.3,61000,35.05%,82896.96457,55000,50.72%,123207.0719,88000,40.01%,FALSE,44295.82684,34000,30.28%
5/25/2021,15208.45,0.071,1248.38,24.84%,82440.6,61000,35.15%,82955.60123,55000,50.83%,123294.2217,88000,40.11%,FALSE,44327.27688,34000,30.37%
5/26/2021,15301.45,0.612,1256.02,25.60%,82944.7,61000,35.97%,83462.87652,55000,51.75%,124048.1685,88000,40.96%,FALSE,44598.55981,34000,31.17%
5/27/2021,15337.85,0.238,1259.01,25.90%,83142.1,61000,36.30%,83661.42298,55000,52.11%,124343.2617,88000,41.30%,FALSE,44704.70438,34000,31.48%
5/28/2021,15435.65,0.638,1267.03,26.70%,83672.2,61000,37.17%,84194.88023,55000,53.08%,125136.1219,88000,42.20%,FALSE,44989.9204,34000,32.32%
5/31/2021,15582.8,0.953,1279.11,27.91%,84469.9,61000,38.48%,84997.52065,55000,54.54%,126329.0604,88000,43.56%,FALSE,45418.67434,34000,33.58%
6/1/2021,15574.85,-0.051,1278.46,27.85%,84426.8,61000,38.40%,84954.15679,55000,54.46%,126264.6101,88000,43.48%,TRUE,47395.51081,36000,31.65%
6/2/2021,15576.2,0.009,1278.57,27.86%,84434.1,61000,38.42%,84961.52046,55000,54.48%,126275.5544,88000,43.49%,FALSE,47399.77641,36000,31.67%
6/3/2021,15690.35,0.733,1287.94,28.79%,85052.9,61000,39.43%,85584.15998,55000,55.61%,127200.9634,88000,44.55%,FALSE,47747.21677,36000,32.63%
6/4/2021,15670.25,-0.128,1286.29,28.63%,84943.9,61000,39.25%,85474.52306,55000,55.41%,127038.0136,88000,44.36%,FALSE,47686.10033,36000,32.46%
6/7/2021,15751.65,0.519,1292.97,29.30%,85385.1,61000,39.98%,85918.5253,55000,56.22%,127697.9197,88000,45.11%,FALSE,47933.59119,36000,33.15%
6/8/2021,15740.1,-0.073,1292.03,29.20%,85322.5,61000,39.87%,85855.52498,55000,56.10%,127604.2844,88000,45.00%,FALSE,47898.59967,36000,33.05%
6/9/2021,15635.35,-0.665,1283.43,28.34%,84754.7,61000,38.94%,85284.15846,55000,55.06%,126755.0808,88000,44.04%,FALSE,47580.07399,36000,32.17%
6/10/2021,15737.75,0.655,1291.83,29.18%,85309.8,61000,39.85%,85842.70674,55000,56.08%,127585.2331,88000,44.98%,FALSE,47891.72347,36000,33.03%
6/11/2021,15799.35,0.391,1296.89,29.69%,85643.7,61000,40.40%,86178.70844,55000,56.69%,128084.6215,88000,45.55%,FALSE,48078.98011,36000,33.55%
6/14/2021,15811.85,0.079,1297.92,29.79%,85711.5,61000,40.51%,86246.8906,55000,56.81%,128185.9584,88000,45.67%,FALSE,48116.9625,36000,33.66%
6/15/2021,15869.25,0.363,1302.63,30.26%,86022.6,61000,41.02%,86559.98309,55000,57.38%,128651.2976,88000,46.19%,FALSE,48291.62708,36000,34.14%
6/16/2021,15767.55,-0.641,1294.28,29.43%,85471.3,61000,40.12%,86005.25301,55000,56.37%,127826.8203,88000,45.26%,FALSE,47982.07775,36000,33.28%
6/17/2021,15691.4,-0.483,1288.03,28.80%,85058.5,61000,39.44%,85589.88728,55000,55.62%,127209.4757,88000,44.56%,FALSE,47750.32431,36000,32.64%
6/18/2021,15683.35,-0.051,1287.37,28.74%,85014.9,61000,39.37%,85545.97797,55000,55.54%,127144.2147,88000,44.48%,FALSE,47725.97165,36000,32.57%
6/21/2021,15746.5,0.403,1292.55,29.26%,85357.2,61000,39.93%,85890.43425,55000,56.16%,127656.1689,88000,45.06%,FALSE,47918.30731,36000,33.11%
6/22/2021,15772.75,0.167,1294.71,29.47%,85499.5,61000,40.16%,86033.61679,55000,56.42%,127868.9765,88000,45.31%,FALSE,47998.33089,36000,33.33%
6/23/2021,15686.95,-0.544,1287.66,28.77%,85034.4,61000,39.40%,85565.61443,55000,55.57%,127173.3997,88000,44.52%,FALSE,47737.21997,36000,32.60%
6/24/2021,15790.45,0.66,1296.16,29.62%,85595.5,61000,40.32%,86130.16274,55000,56.60%,128012.4696,88000,45.47%,FALSE,48052.28562,36000,33.48%
6/25/2021,15860.35,0.443,1301.9,30.19%,85974.4,61000,40.94%,86511.43739,55000,57.29%,128579.1457,88000,46.11%,FALSE,48265.15724,36000,34.07%
6/28/2021,15814.7,-0.288,1298.15,29.82%,85726.9,61000,40.54%,86262.43613,55000,56.84%,128209.0632,88000,45.69%,FALSE,48126.15359,36000,33.68%
6/29/2021,15748.45,-0.419,1292.71,29.27%,85367.8,61000,39.95%,85901.07067,55000,56.18%,127671.9775,88000,45.08%,FALSE,47924.50501,36000,33.12%
6/30/2021,15721.5,-0.171,1290.5,29.05%,85221.7,61000,39.71%,85754.06993,55000,55.92%,127453.495,88000,44.83%,FALSE,47842.5541,36000,32.90%
7/1/2021,15680,-0.264,1287.09,28.71%,84996.7,61000,39.34%,85527.70515,55000,55.50%,127117.0564,88000,44.45%,TRUE,49716.24976,38000,30.83%
7/2/2021,15722.2,0.269,1290.56,29.06%,85225.5,61000,39.71%,85757.88813,55000,55.92%,127459.1699,88000,44.84%,FALSE,49849.98647,38000,31.18%
7/5/2021,15834.35,0.713,1299.76,29.98%,85833.4,61000,40.71%,86369.61849,55000,57.04%,128368.3649,88000,45.87%,FALSE,50205.41688,38000,32.12%
7/6/2021,15818.25,-0.102,1298.44,29.84%,85746.2,61000,40.57%,86281.79987,55000,56.88%,128237.8429,88000,45.72%,FALSE,50154.20735,38000,31.98%
7/7/2021,15879.65,0.388,1303.48,30.35%,86079,61000,41.11%,86616.71065,55000,57.48%,128735.61,88000,46.29%,FALSE,50348.80567,38000,32.50%
7/8/2021,15727.9,-0.956,1291.02,29.10%,85256.4,61000,39.76%,85788.97919,55000,55.98%,127505.3795,88000,44.89%,FALSE,49867.47109,38000,31.23%
7/9/2021,15689.8,-0.242,1287.9,28.79%,85049.9,61000,39.43%,85581.15996,55000,55.60%,127196.5046,88000,44.54%,FALSE,49746.79181,38000,30.91%
7/12/2021,15692.6,0.018,1288.13,28.81%,85065.1,61000,39.45%,85596.43277,55000,55.63%,127219.204,88000,44.57%,FALSE,49755.74623,38000,30.94%
7/13/2021,15812.35,0.763,1297.96,29.80%,85714.2,61000,40.52%,86249.61789,55000,56.82%,128190.0119,88000,45.67%,FALSE,50135.38258,38000,31.94%
7/14/2021,15853.95,0.263,1301.37,30.14%,85939.7,61000,40.88%,86476.52812,55000,57.23%,128527.2612,88000,46.05%,FALSE,50267.23863,38000,32.28%
7/15/2021,15924.2,0.443,1307.14,30.71%,86320.5,61000,41.51%,86859.71188,55000,57.93%,129096.7748,88000,46.70%,FALSE,50489.9225,38000,32.87%
7/16/2021,15923.4,-0.005,1307.07,30.71%,86316.2,61000,41.50%,86855.34822,55000,57.92%,129090.2893,88000,46.69%,FALSE,50487.39801,38000,32.86%
7/19/2021,15752.4,-1.074,1293.04,29.30%,86389.2,62000,39.34%,85922.61623,55000,56.22%,128703.9999,89000,44.61%,FALSE,49945.16335,38000,31.43%
7/20/2021,15632.1,-0.764,1283.16,28.32%,85729.5,62000,38.27%,85266.4311,55000,55.03%,127721.0963,89000,43.51%,FALSE,49563.5823,38000,30.43%
7/22/2021,15824.05,1.228,1298.92,29.89%,86782.2,62000,39.97%,86313.43639,55000,56.93%,129289.4118,89000,45.27%,FALSE,50172.22309,38000,32.03%
7/23/2021,15856.05,0.202,1301.54,30.15%,86957.6,62000,40.25%,86487.98273,55000,57.25%,129550.8658,89000,45.56%,FALSE,50273.57098,38000,32.30%
7/26/2021,15824.45,-0.199,1298.95,29.90%,86784.3,62000,39.97%,86315.61822,55000,56.94%,129292.68,89000,45.27%,FALSE,50173.52658,38000,32.04%
7/27/2021,15746.45,-0.493,1292.55,29.26%,86356.6,62000,39.28%,85890.16152,55000,56.16%,128655.3858,89000,44.56%,FALSE,49926.17109,38000,31.38%
7/28/2021,15709.4,-0.235,1289.51,28.95%,86153.4,62000,38.96%,85688.06959,55000,55.80%,128352.6711,89000,44.22%,FALSE,49808.84459,38000,31.08%
7/29/2021,15778.45,0.44,1295.17,29.52%,86532.1,62000,39.57%,86064.70786,55000,56.48%,128916.8398,89000,44.85%,FALSE,50028.00351,38000,31.65%
7/30/2021,15763.05,-0.098,1293.91,29.39%,86447.6,62000,39.43%,85980.70744,55000,56.33%,128791.0151,89000,44.71%,FALSE,49978.97606,38000,31.52%
8/2/2021,15885.15,0.775,1303.93,30.39%,87117.2,62000,40.51%,86646.7108,55000,57.54%,129788.6255,89000,45.83%,TRUE,52366.31313,40000,30.92%
8/3/2021,16130.75,1.546,1324.09,32.41%,88464.2,62000,42.68%,87986.35394,55000,59.98%,131795.285,89000,48.08%,FALSE,53175.89633,40000,32.94%
8/4/2021,16258.8,0.794,1334.6,33.46%,89166.4,62000,43.82%,88684.81202,55000,61.25%,132841.5095,89000,49.26%,FALSE,53598.11294,40000,34.00%
8/5/2021,16294.6,0.22,1337.54,33.75%,89362.7,62000,44.13%,88880.08573,55000,61.60%,133134.0112,89000,49.59%,FALSE,53716.02879,40000,34.29%
8/6/2021,16238.2,-0.346,1332.91,33.29%,89053.4,62000,43.63%,88572.44781,55000,61.04%,132673.1985,89000,49.07%,FALSE,53530.17133,40000,33.83%
8/9/2021,16258.25,0.123,1334.56,33.46%,89163.4,62000,43.81%,88681.812,55000,61.24%,132837.0158,89000,49.26%,FALSE,53596.01344,40000,33.99%
8/10/2021,16280.1,0.134,1336.35,33.64%,89283.2,62000,44.01%,88800.99442,55000,61.46%,133015.5398,89000,49.46%,FALSE,53667.8321,40000,34.17%
8/11/2021,16282.25,0.013,1336.53,33.65%,89295,62000,44.02%,88812.72175,55000,61.48%,133033.1063,89000,49.48%,FALSE,53674.80892,40000,34.19%
8/12/2021,16364.4,0.505,1343.27,34.33%,89745.5,62000,44.75%,89260.81493,55000,62.29%,133704.3077,89000,50.23%,FALSE,53945.86671,40000,34.86%
8/13/2021,16529.1,1.006,1356.79,35.68%,90648.8,62000,46.21%,90159.18311,55000,63.93%,135049.9788,89000,51.74%,FALSE,54488.56212,40000,36.22%
8/16/2021,16563.05,0.205,1359.58,35.96%,90835,62000,46.51%,90344.36586,55000,64.26%,135327.3651,89000,52.05%,FALSE,54600.26368,40000,36.50%
8/17/2021,16614.6,0.311,1363.81,36.38%,91117.7,62000,46.96%,90625.5491,55000,64.77%,135748.5512,89000,52.53%,FALSE,54770.0705,40000,36.93%
8/18/2021,16568.85,-0.275,1360.05,36.01%,90866.8,62000,46.56%,90376.00239,55000,64.32%,135374.7537,89000,52.11%,FALSE,54619.4528,40000,36.55%
8/20/2021,16450.5,-0.714,1350.34,35.03%,90217.7,62000,45.51%,89730.45367,55000,63.15%,134407.7824,89000,51.02%,FALSE,54229.46991,40000,35.57%
8/23/2021,16496.45,0.279,1354.11,35.41%,90469.7,62000,45.92%,89981.0913,55000,63.60%,134783.214,89000,51.44%,FALSE,54380.77013,40000,35.95%
8/24/2021,16624.6,0.777,1364.63,36.46%,91172.5,62000,47.05%,90680.09483,55000,64.87%,135830.2555,89000,52.62%,FALSE,54803.30872,40000,37.01%
8/25/2021,16634.65,0.06,1365.45,36.55%,91227.6,62000,47.14%,90734.91329,55000,64.97%,135912.3684,89000,52.71%,FALSE,54836.1907,40000,37.09%
8/26/2021,16636.9,0.014,1365.64,36.56%,91240,62000,47.16%,90747.18608,55000,64.99%,135930.7519,89000,52.73%,FALSE,54843.86777,40000,37.11%
8/27/2021,16705.2,0.411,1371.25,37.13%,91614.5,62000,47.77%,91119.73342,55000,65.67%,136488.7928,89000,53.36%,FALSE,55069.27606,40000,37.67%
8/30/2021,16931.05,1.352,1389.78,38.98%,92853.2,62000,49.76%,92351.64874,55000,67.91%,138334.0861,89000,55.43%,FALSE,55813.81268,40000,39.53%
8/31/2021,17132.2,1.188,1406.3,40.63%,93956.3,62000,51.54%,93448.8361,55000,69.91%,139977.5696,89000,57.28%,FALSE,56476.88077,40000,41.19%
9/1/2021,17076.25,-0.327,1401.7,40.17%,93649.5,62000,51.05%,93143.65274,55000,69.35%,139520.4336,89000,56.76%,TRUE,58292.20137,42000,38.79%
9/2/2021,17234.15,0.925,1414.66,41.47%,94515.4,62000,52.44%,94004.92982,55000,70.92%,140810.5457,89000,58.21%,FALSE,58831.40423,42000,40.07%
9/3/2021,17323.6,0.519,1422.01,42.20%,95006,62000,53.24%,94492.84138,55000,71.81%,141541.3914,89000,59.04%,FALSE,59136.73922,42000,40.80%
9/6/2021,17377.8,0.313,1426.46,42.65%,95303.2,62000,53.71%,94788.47924,55000,72.34%,141984.2291,89000,59.53%,FALSE,59321.83722,42000,41.24%
9/7/2021,17362.1,-0.09,1425.17,42.52%,95217.1,62000,53.58%,94702.84244,55000,72.19%,141855.9532,89000,59.39%,FALSE,59268.44756,42000,41.12%
9/8/2021,17353.5,-0.05,1424.46,42.45%,95170,62000,53.50%,94655.93312,55000,72.10%,141785.6875,89000,59.31%,FALSE,59238.81334,42000,41.04%
9/9/2021,17369.25,0.091,1425.75,42.58%,95256.3,62000,53.64%,94741.84264,55000,72.26%,141914.3718,89000,59.45%,FALSE,59292.72066,42000,41.17%
9/13/2021,17355.3,-0.08,1424.61,42.46%,95179.8,62000,53.52%,94665.75135,55000,72.12%,141800.3942,89000,59.33%,FALSE,59245.28648,42000,41.06%
9/14/2021,17380,0.142,1426.64,42.66%,95315.3,62000,53.73%,94800.4793,55000,72.36%,142002.204,89000,59.55%,FALSE,59329.41479,42000,41.26%
9/15/2021,17519.45,0.802,1438.08,43.81%,96080.1,62000,54.97%,95561.11951,55000,73.75%,143141.5716,89000,60.83%,FALSE,59805.23669,42000,42.39%
9/16/2021,17629.5,0.628,1447.12,44.71%,96683.6,62000,55.94%,96161.39527,55000,74.84%,144040.7282,89000,61.84%,FALSE,60180.81358,42000,43.29%
9/17/2021,17585.15,-0.252,1443.48,44.35%,96440.4,62000,55.55%,95919.48496,55000,74.40%,143678.3693,89000,61.44%,FALSE,60029.15793,42000,42.93%
9/20/2021,17396.9,-1.071,1428.02,42.80%,96408,63000,53.03%,94892.66158,55000,72.53%,143140.2844,90000,59.04%,FALSE,59386.24565,42000,41.40%
9/21/2021,17562,0.949,1441.58,44.16%,97322.9,63000,54.48%,95793.21159,55000,74.17%,144498.7139,90000,60.55%,FALSE,59949.82112,42000,42.74%
9/22/2021,17546.65,-0.087,1440.32,44.03%,97237.8,63000,54.35%,95709.4839,55000,74.02%,144372.4153,90000,60.41%,FALSE,59897.66478,42000,42.61%
9/23/2021,17822.95,1.575,1463,46.30%,98769,63000,56.78%,97216.58243,55000,76.76%,146645.7893,90000,62.94%,FALSE,60841.053,42000,44.86%
9/24/2021,17853.2,0.17,1465.48,46.55%,98936.6,63000,57.04%,97381.58326,55000,77.06%,146894.6839,90000,63.22%,FALSE,60944.48279,42000,45.11%
9/27/2021,17855.1,0.011,1465.64,46.56%,98947.2,63000,57.06%,97391.94695,55000,77.08%,146910.3169,90000,63.23%,FALSE,60951.18668,42000,45.12%
9/28/2021,17748.6,-0.596,1456.89,45.69%,98357,63000,56.12%,96811.03492,55000,76.02%,146034.0436,90000,62.26%,FALSE,60587.91761,42000,44.26%
9/29/2021,17711.3,-0.21,1453.83,45.38%,98150.3,63000,55.79%,96607.57935,55000,75.65%,145727.1422,90000,61.92%,FALSE,60460.68298,42000,43.95%
9/30/2021,17618.15,-0.526,1446.19,44.62%,97634.1,63000,54.97%,96099.48587,55000,74.73%,144960.7115,90000,61.07%,FALSE,60142.65979,42000,43.20%
10/1/2021,17532.05,-0.489,1439.12,43.91%,97156.9,63000,54.22%,95629.84713,55000,73.87%,144252.2877,90000,60.28%,TRUE,61848.56218,44000,40.56%
10/4/2021,17691.25,0.908,1452.19,45.22%,98039.2,63000,55.62%,96498.21516,55000,75.45%,145562.1724,90000,61.74%,FALSE,62410.14713,44000,41.84%
10/5/2021,17822.3,0.741,1462.94,46.29%,98765.4,63000,56.77%,97213.03695,55000,76.75%,146640.4412,90000,62.93%,FALSE,62872.60632,44000,42.89%
10/6/2021,17646,-0.989,1448.47,44.85%,97788.4,63000,55.22%,96251.39573,55000,75.00%,145189.8591,90000,61.32%,FALSE,62250.79624,44000,41.48%
10/7/2021,17790.35,0.818,1460.32,46.03%,98588.3,63000,56.49%,97038.76334,55000,76.43%,146377.5592,90000,62.64%,FALSE,62760.00775,44000,42.64%
10/8/2021,17895.2,0.589,1468.93,46.89%,99169.4,63000,57.41%,97610.67533,55000,77.47%,147240.2565,90000,63.60%,FALSE,63129.6642,44000,43.48%
10/11/2021,17945.95,0.284,1473.09,47.31%,99450.6,63000,57.86%,97887.49491,55000,77.98%,147657.8234,90000,64.06%,FALSE,63308.95245,44000,43.88%
10/12/2021,17991.95,0.256,1476.87,47.69%,99705.5,63000,58.26%,98138.40527,55000,78.43%,148036.3077,90000,64.48%,FALSE,63471.02336,44000,44.25%
10/13/2021,18161.75,0.944,1490.81,49.08%,100646.5,63000,59.76%,99064.59177,55000,80.12%,149433.4083,90000,66.04%,FALSE,64070.18982,44000,45.61%
10/14/2021,18338.55,0.973,1505.32,50.53%,101626.3,63000,61.31%,100028.9603,55000,81.87%,150888.1044,90000,67.65%,FALSE,64693.59277,44000,47.03%
10/18/2021,18477.05,0.755,1516.69,51.67%,102393.8,63000,62.53%,100784.4186,55000,83.24%,152027.6712,90000,68.92%,FALSE,65182.0294,44000,48.14%
10/19/2021,18418.75,-0.316,1511.9,51.19%,102070.7,63000,62.02%,100466.417,55000,82.67%,151547.9835,90000,68.39%,FALSE,64976.05418,44000,47.67%
10/20/2021,18266.6,-0.826,1499.41,49.94%,101227.6,63000,60.68%,99636.50375,55000,81.16%,150296.1056,90000,67.00%,FALSE,64439.35198,44000,46.45%
10/21/2021,18178.1,-0.484,1492.15,49.22%,100737.1,63000,59.90%,99153.77404,55000,80.28%,149567.9348,90000,66.19%,FALSE,64127.46551,44000,45.74%
10/22/2021,18114.9,-0.348,1486.96,48.70%,100386.9,63000,59.34%,98809.04502,55000,79.65%,149047.9303,90000,65.61%,FALSE,63904.30193,44000,45.24%
10/25/2021,18125.4,0.058,1487.82,48.78%,100445.1,63000,59.44%,98866.31804,55000,79.76%,149134.3234,90000,65.70%,FALSE,63941.36643,44000,45.32%
10/26/2021,18268.4,0.789,1499.56,49.96%,101237.5,63000,60.69%,99646.32198,55000,81.18%,150310.9159,90000,67.01%,FALSE,64445.86381,44000,46.47%
10/27/2021,18210.95,-0.314,1494.85,49.49%,100919.2,63000,60.19%,99332.95676,55000,80.61%,149838.2219,90000,66.49%,FALSE,64243.5038,44000,46.01%
10/28/2021,17857.25,-1.942,1465.81,46.58%,99959.1,64000,56.19%,97403.67428,55000,77.10%,147928.007,91000,62.56%,FALSE,62995.89495,44000,43.17%
10/29/2021,17671.65,-1.039,1450.58,45.06%,99920.1,65000,53.72%,96391.30553,55000,75.26%,147390.5117,92000,60.21%,FALSE,62341.3676,44000,41.68%
11/1/2021,17929.65,1.46,1471.75,47.18%,101378.9,65000,55.97%,97798.58537,55000,77.82%,149542.3623,92000,62.55%,TRUE,65251.55157,46000,41.85%
11/2/2021,17888.95,-0.227,1468.41,46.84%,101148.8,65000,55.61%,97576.58425,55000,77.41%,149202.9037,92000,62.18%,FALSE,65103.43055,46000,41.53%
11/3/2021,17829.2,-0.334,1463.51,46.35%,100811,65000,55.09%,97250.67351,55000,76.82%,148704.5585,92000,61.64%,FALSE,64885.98509,46000,41.06%
11/4/2021,17916.8,0.491,1470.7,47.07%,101306.3,65000,55.86%,97728.4941,55000,77.69%,149435.1868,92000,62.43%,FALSE,65204.57528,46000,41.75%
11/8/2021,18068.55,0.847,1483.16,48.32%,102164.3,65000,57.18%,98556.22556,55000,79.19%,150700.8587,92000,63.81%,FALSE,65756.85803,46000,42.95%
11/9/2021,18044.25,-0.134,1481.16,48.12%,102026.9,65000,56.96%,98423.67944,55000,78.95%,150498.1844,92000,63.58%,FALSE,65668.74384,46000,42.76%
11/10/2021,18017.2,-0.15,1478.94,47.89%,101874,65000,56.73%,98276.13324,55000,78.68%,150272.5737,92000,63.34%,FALSE,65570.24072,46000,42.54%
11/11/2021,17873.6,-0.797,1467.15,46.72%,101062,65000,55.48%,97492.85655,55000,77.26%,149074.8769,92000,62.04%,FALSE,65047.64591,46000,41.41%
11/12/2021,18102.75,1.282,1485.96,48.60%,102357.7,65000,57.47%,98742.77196,55000,79.53%,150986.104,92000,64.12%,FALSE,65881.55673,46000,43.22%
11/15/2021,18109.45,0.037,1486.51,48.65%,102395.6,65000,57.53%,98779.3176,55000,79.60%,151041.9854,92000,64.18%,FALSE,65905.9329,46000,43.27%
